product name	time	likes	dislikes	pos-comments	neg-comments	flip-buyers	am-buyers	hashtags	cost	category	sub category	brand	discount	stock	url	ratings	viewers	ads	score	R	N	W
"realme 8s 5G (Universe Purple, 128 GB) (8 GB RAM)"	1	1566	2099	434	732	9306	10341	4751	22999	Mobiles	-	REALME	995	10	https://www.flipkart.com/realme-8s-5g-universe-purple-128-gb/p/itm79fdf59bdbe44?pid=MOBG5Y94BMGBRSKP&lid=LSTMOBG5Y94BMGBRSKPHONIYJ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_39&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=7ba9c3e7-100f-4c33-8878-6df7c02eba2b.MOBG5Y94BMGBRSKP.SEARCH&ppt=sp&ppn=sp&qH=eb4af0bf07c16429	11099	29666	0	4.203842828	3.890986083	93988	0.635642453
"REDMI 10 (Pacific Blue, 64 GB) (4 GB RAM)"	4	5278	3893	5265	1578	14534	2305	5472	14999	Mobiles	-	REDMI	781	10	https://www.flipkart.com/redmi-10-pacific-blue-64-gb/p/itm0f2a6a2112b75?pid=MOBGC9GYCHQZK9GW&lid=LSTMOBGC9GYCHQZK9GW1PUFXX&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_40&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=7ba9c3e7-100f-4c33-8878-6df7c02eba2b.MOBGC9GYCHQZK9GW.SEARCH&ppt=sp&ppn=sp&qH=eb4af0bf07c16429	11316	20702	9	4.320665673	4.008823666	86132	0.58251219
"REDMI Note 10 Pro (Vintage Bronze, 128 GB) (6 GB RAM)"	4	5548	3309	7552	1089	17689	8483	137	19999	Mobiles	-	REDMI	209	10	https://www.flipkart.com/redmi-note-10-pro-vintage-bronze-128-gb/p/itmb4b28cb04dce7?pid=MOBGB725PZQYDN4D&lid=LSTMOBGB725PZQYDN4D6XA65V&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_41&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=7ba9c3e7-100f-4c33-8878-6df7c02eba2b.MOBGB725PZQYDN4D.SEARCH&ppt=sp&ppn=sp&qH=eb4af0bf07c16429	8827	13013	4	4.555778709	4.407470387	85859	0.580665887
"realme Narzo 50A (Oxygen Blue, 64 GB) (4 GB RAM)"	2	4002	2539	1152	1367	12206	15035	2786	12999	Mobiles	-	REALME	859	10	https://www.flipkart.com/realme-narzo-50a-oxygen-blue-64-gb/p/itm81d679403c2b4?pid=MOBG6MY4UGGFQWYY&lid=LSTMOBG6MY4UGGFQWYYUS85N8&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_42&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=7ba9c3e7-100f-4c33-8878-6df7c02eba2b.MOBG6MY4UGGFQWYY.SEARCH&ppt=sp&ppn=sp&qH=eb4af0bf07c16429	14061	39538	0	4.480043647	4.370034915	106544	0.720558896
"MOTOROLA g31 (Baby Blue, 64 GB) (4 GB RAM)"	4	2062	4000	9434	1301	19966	5774	2673	13999	Mobiles	-	MOTOROLA	666	10	https://www.flipkart.com/motorola-g31-baby-blue-64-gb/p/itm79b9c53dd7e64?pid=MOBG3E8WH8DCRM8H&lid=LSTMOBG3E8WH8DCRM8H2NM88Z&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_47&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=7ba9c3e7-100f-4c33-8878-6df7c02eba2b.MOBG3E8WH8DCRM8H.SEARCH&ppt=sp&ppn=sp&qH=eb4af0bf07c16429	11021	41219	2	4.361187455	4.231936281	112117	0.75824919
"vivo T1 5G (Rainbow Fantasy, 128 GB) (4 GB RAM)"	3	3724	954	11895	1433	21642	2785	1221	19990	Mobiles	-	VIVO	749	10	https://www.flipkart.com/vivo-t1-5g-rainbow-fantasy-128-gb/p/itm594222523bd8f?pid=MOBGB9TYGW5NGXVH&lid=LSTMOBGB9TYGW5NGXVHAMNS12&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_50&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=75780634-625c-4cf7-91a9-987826693c3b.MOBGB9TYGW5NGXVH.SEARCH&ppt=sp&ppn=sp&qH=eb4af0bf07c16429	6243	16098	7	4.586721115	4.457211699	86741	0.586630868
"vivo T1 44W (Starry Sky, 128 GB) (4 GB RAM)"	1	5482	1521	4776	696	6677	9482	9893	19990	Mobiles	-	VIVO	622	10	https://www.flipkart.com/vivo-t1-44w-starry-sky-128-gb/p/itm6fabe8894256b?pid=MOBGDRHVHNBBBBP5&lid=LSTMOBGDRHVHNBBBBP57SXRTY&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_64&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=75780634-625c-4cf7-91a9-987826693c3b.MOBGDRHVHNBBBBP5.SEARCH&ppt=sp&ppn=sp&qH=eb4af0bf07c16429	12067	35302	5	4.234803221	4.025931107	106513	0.720349242
"OPPO Reno8 5G (Shimmer Black, 128 GB) (8 GB RAM)"	2	5398	2982	4503	1139	23904	16426	7236	38999	Mobiles	-	OPPO	853	10	https://www.flipkart.com/oppo-reno8-5g-shimmer-black-128-gb/p/itmba1bc0bf67ccc?pid=MOBGFPE5BHY8QGEH&lid=LSTMOBGFPE5BHY8QGEHQDYOMR&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_70&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=75780634-625c-4cf7-91a9-987826693c3b.MOBGFPE5BHY8QGEH.SEARCH&ppt=sp&ppn=sp&qH=eb4af0bf07c16429	7672	38751	0	4.035972488	4.035972488	147863	1
"MOTOROLA G60 (Moonless, 128 GB) (6 GB RAM)"	1	4775	2595	9490	1957	13552	1606	97	21999	Mobiles	-	MOTOROLA	924	10	https://www.flipkart.com/motorola-g60-moonless-128-gb/p/itma894654fddb46?pid=MOBG9CJ6KRYW4NJT&lid=LSTMOBG9CJ6KRYW4NJTP2I8X0&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_74&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=277ab461-15dd-4fc1-b18c-b87ef1944135.MOBG9CJ6KRYW4NJT.SEARCH&ppt=sp&ppn=sp&qH=eb4af0bf07c16429	11730	28427	9	4.046627337	3.747913257	97161	0.711687494
"OPPO K10 5G (Ocean Blue, 128 GB) (6 GB RAM)"	2	5439	1223	643	558	16555	17418	2955	20999	Mobiles	-	OPPO	115	10	https://www.flipkart.com/oppo-k10-5g-ocean-blue-128-gb/p/itm28cf887931942?pid=MOBGGFFKHJ3HCSNR&lid=LSTMOBGGFFKHJ3HCSNRZB81YD&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_79&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=277ab461-15dd-4fc1-b18c-b87ef1944135.MOBGGFFKHJ3HCSNR.SEARCH&ppt=sp&ppn=sp&qH=eb4af0bf07c16429	11841	24279	1	4.730682998	4.710005293	102026	0.747322776
"Flipkart Perfect Homes Leatherette Office Arm Chair (Brown, DIY)"	4	9352	3531	7540	2494	9776	17572	5669	13400	Home	Living Room	Flipkart Perfect Homes	796	10	https://www.flipkart.com/oppo-k10-5g-ocean-blue-128-gb/p/itm28cf887931942?pid=MOBGGFFKHJ3HCSNR&lid=LSTMOBGGFFKHJ3HCSNRZB81YD&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_79&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=277ab461-15dd-4fc1-b18c-b87ef1944135.MOBGGFFKHJ3HCSNR.SEARCH&ppt=sp&ppn=sp&qH=eb4af0bf07c16429	13339	23590	5	4.531302044	4.459444818	107064	0.784225253
Artesia Sheesham Wood Nesting Tables with Brass Work Nesting Table	4	1430	339	3142	349	17888	8381	9130	9999	Home	Living Room	Artesia	520	10	https://www.flipkart.com/artesia-sheesham-wood-nesting-tables-brass-work-solid-table/p/itmb13d5ea4f47a1?pid=NTTFMSTDSEVCKYTC&lid=LSTNTTFMSTDSEVCKYTCZ6GZ0R&marketplace=FLIPKART&store=wwe&srno=b_1_2&otracker=hp_rich_navigation_3_1.navigationCard.RICH_NAVIGATION_Home~Living%2BRoom%2BFurniture_4MQHUMDYWFBZ&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_3_L1_view-all&fm=organic&iid=en_4IC%2BSUWR%2FJqm4503zg9ttmsb2gul0D5z8Eu5IWwsVwJ05mqmYIAqlDsBy6G7ngCrKEe6JvhgKwRYG3pSyyYSqw%3D%3D&ppt=browse&ppn=browse	14799	35615	4	4.866029525	4.8904386	101596	0.7441731
limraz furniture Engineered Wood Computer Desk (Finish Color - brown)	2	6277	2051	1998	2103	20447	16370	524	2850	Home	Living Room	limraz furniture	764	10	https://www.flipkart.com/limraz-furniture-engineered-wood-computer-desk/p/itm9bc4aa1538e18?pid=CPTFZZKBZWYTUZYA&lid=LSTCPTFZZKBZWYTUZYADUMVEC&marketplace=FLIPKART&store=wwe&srno=b_1_3&otracker=hp_rich_navigation_3_1.navigationCard.RICH_NAVIGATION_Home~Living%2BRoom%2BFurniture_4MQHUMDYWFBZ&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_3_L1_view-all&fm=organic&iid=638a9524-cc6c-475b-82ab-d48fa6494e23.CPTFZZKBZWYTUZYA.SEARCH&ppt=browse&ppn=browse	2212	27528	10	4.90442103	4.975148555	83134	0.608942149
Flipkart Perfect Homes Opus Engineered Wood Queen Box Bed	1	6753	3764	9470	1809	19452	15203	8164	15299	Home	Living Room	Flipkart Perfect Homes	369	10	https://www.flipkart.com/flipkart-perfect-homes-opus-engineered-wood-queen-box-bed/p/itma84801566605f?pid=BDDFHB352KARHSCP&lid=LSTBDDFHB352KARHSCPFOEIXW&marketplace=FLIPKART&store=wwe&srno=b_1_5&otracker=hp_rich_navigation_3_1.navigationCard.RICH_NAVIGATION_Home~Living%2BRoom%2BFurniture_4MQHUMDYWFBZ&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_3_L1_view-all&fm=organic&iid=638a9524-cc6c-475b-82ab-d48fa6494e23.BDDFHB352KARHSCP.SEARCH&ppt=browse&ppn=browse&ssid=ar2q4kh18w0000001659074846796	10145	18624	9	4.756992277	4.747957565	109061	0.798852932
"Flipkart Perfect Homes Phonox Engineered Wood TV Entertainment Unit (Finish Color - Wenge, Knock Down)"	2	763	374	11151	1375	7872	2804	9683	9999	Home	Living Room	Flipkart Perfect Homes	578	10	https://www.flipkart.com/flipkart-perfect-homes-phonox-engineered-wood-tv-entertainment-unit/p/itmff5h53ahcb4ek?pid=TVUFF5H5SWHBCZMZ&lid=LSTTVUFF5H5SWHBCZMZTYJGLD&marketplace=FLIPKART&store=wwe&srno=b_1_7&otracker=hp_rich_navigation_3_1.navigationCard.RICH_NAVIGATION_Home~Living%2BRoom%2BFurniture_4MQHUMDYWFBZ&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_3_L1_view-all&fm=organic&iid=638a9524-cc6c-475b-82ab-d48fa6494e23.TVUFF5H5SWHBCZMZ.SEARCH&ppt=browse&ppn=browse	3967	32535	7	4.354286426	4.054396607	81108	0.594102049
"Suncrown Furniture Sheesham Wood Solid Wood 4 Seater Dining Set (Finish Color -Teak Finish, DIY"	1	1704	1416	4990	2126	4056	17079	6054	21264	Home	Living Room	Suncrown Furniture	503	10	https://www.flipkart.com/suncrown-furniture-sheesham-wood-solid-4-seater-dining-set/p/itmf822284161ec6?pid=DISFFTH2TXHFJWJD&lid=LSTDISFFTH2TXHFJWJDY5XDIL&marketplace=FLIPKART&store=wwe&srno=b_1_8&otracker=hp_rich_navigation_3_1.navigationCard.RICH_NAVIGATION_Home~Living%2BRoom%2BFurniture_4MQHUMDYWFBZ&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_3_L1_view-all&fm=organic&iid=en_4IC%2BSUWR%2FJqm4503zg9ttmsb2gul0D5z8Eu5IWwsVwIBgX%2FJHfwqro8tCDmYUBABCOqBuQjIfawppPxitsljBQ%3D%3D&ppt=browse&ppn=browse	11568	35038	7	4.189542168	4.012579746	105805	0.775003296
"Flipkart Perfect Homes Fabric Office Arm Chair (Black, DIY)"	2	6618	2017	5054	1533	24225	14128	3733	6500	Home	Living Room	Flipkart Perfect Homes	231	10	https://www.flipkart.com/flipkart-perfect-homes-fabric-office-arm-chair/p/itm6c4fc0193626e?pid=OSCER3BCDNZHQJQQ&lid=LSTOSCER3BCDNZHQJQQCHKNG0&marketplace=FLIPKART&store=wwe&srno=b_1_9&otracker=hp_rich_navigation_3_1.navigationCard.RICH_NAVIGATION_Home~Living%2BRoom%2BFurniture_4MQHUMDYWFBZ&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_3_L1_view-all&fm=organic&iid=638a9524-cc6c-475b-82ab-d48fa6494e23.OSCER3BCDNZHQJQQ.SEARCH&ppt=browse&ppn=browse&ssid=ar2q4kh18w0000001659074846796	9293	18236	7	5.179008147	5.362391482	91575	0.670771011
"Flipkart Perfect Homes Julian Engineered Wood 2 Door Wardrobe (Finish Color - Latin Walnut, Knock Down)"	2	4323	797	11482	1490	19831	7559	7709	10499	Home	Living Room	Flipkart Perfect Homes	994	10	https://www.flipkart.com/flipkart-perfect-homes-julian-engineered-wood-2-door-wardrobe/p/itm0288425afb63e	9063	17094	9	4.945966907	5.018899285	90850	0.665460512
"Crystal Furnitech Sigma Engineered Wood Coffee Table (Finish Color - wallnut + wenge, Knock Down)"	4	5388	2314	1069	1070	22684	1377	9814	4719	Home	Living Room	Crystal Furnitech	105	10	https://www.flipkart.com/crystal-furnitech-sigma-engineered-wood-coffee-table/p/itmexhyxjrpccrgs?pid=CFTEXHYXDGGM3BDE&lid=LSTCFTEXHYXDGGM3BDEI1IGGJ&marketplace=FLIPKART&store=wwe&srno=b_1_11&otracker=hp_rich_navigation_3_1.navigationCard.RICH_NAVIGATION_Home~Living%2BRoom%2BFurniture_4MQHUMDYWFBZ&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_3_L1_view-all&fm=organic&iid=638a9524-cc6c-475b-82ab-d48fa6494e23.CFTEXHYXDGGM3BDE.SEARCH&ppt=browse&ppn=browse	9077	27847	0	4.76535208	4.745179257	85464	0.626008995
"Sleepyhead Footsie Horizontal Engineered Wood Shoe Rack (Brown, 3 Shelves, Knock Down)"	1	7109	3094	2261	1875	9858	2471	3587	8999	Home	Living Room	Sleepyhead Foootsie	202	10	https://www.flipkart.com/sleepyhead-footsie-horizontal-engineered-wood-shoe-rack/p/itmdae80180a5d6f?pid=SHKGE9GM6BWZ46AM&lid=LSTSHKGE9GM6BWZ46AMARJAM6&marketplace=FLIPKART&store=wwe%2F0ye&srno=b_1_1&otracker=nmenu_sub_Home%20%26%20Furniture_0_Shoe%20Racks&fm=organic&iid=en_hk%2FWoQeATMMOS0bxNgwsPMZWIeGCK%2B0mBtGcp%2FNq1WngTYYewpJqp6fsYt%2FeyqNSusqBwA%2Fdgw6Y6ITEq6LeEQ%3D%3D&ppt=browse&ppn=browse&ssid=zj7kpscw9c0000001659077185971	6679	18262	1	4.332228627	3.808829467	64398	0.471704194
Pigeon by Stovekraft Pigeon Mini Handy Eco (400 ml) Vegetable & Fruit Chopper (one chopper)	4	2507	2872	7242	2365	21109	4420	1060	445	Home	Kitchen	Pigeon	802	10	https://www.flipkart.com/pigeon-stovekraft-mini-handy-eco-400-ml-vegetable-fruit-chopper/p/itm6723080b92714?pid=CPRGA3BHDGR5AUDT&lid=LSTCPRGA3BHDGR5AUDTHS9DT9&marketplace=FLIPKART&store=upp&srno=b_1_1&otracker=nmenu_sub_Home%20%26%20Furniture_0_Kitchen%2C%20Cookware%20%26%20Serveware&fm=organic&iid=en_42ezWU0ao%2BypbhR%2BcKkzdocuT1tqXTSEaP2OXPc3fVnK5%2BDo5QDXw3FlO6e1T5E9OkZxwNkDoDtPA1jOiNiBTQ%3D%3D&ppt=browse&ppn=browse&ssid=ukf5lh7m4g0000001659077267464	1710	19326	0	4.807102461	4.806367252	63858	0.467748788
"Oliveware Teso Lunch Box with Bottle (Blue-Pro) 4 Containers Lunch Box (1470 ml, Thermoware)"	1	6752	489	5175	538	4434	15571	1382	1950	Home	Kitchen	Oliveware	345	10	https://www.flipkart.com/oliveware-teso-lunch-box-bottle-blue-pro-4-containers/p/itm770eb71e4f7c2?pid=LBXG6QE2K7KQ92SR&lid=LSTLBXG6QE2K7KQ92SRSGGPFZ&marketplace=FLIPKART&store=upp&srno=b_1_2&otracker=nmenu_sub_Home%20%26%20Furniture_0_Kitchen%2C%20Cookware%20%26%20Serveware&fm=organic&iid=en_42ezWU0ao%2BypbhR%2BcKkzdocuT1tqXTSEaP2OXPc3fVlW7eeLxXvu97LILPgI6V2%2FbEcAghcy%2Bb9kIkTRf%2BJ79A%3D%3D&ppt=browse&ppn=browse&ssid=ukf5lh7m4g0000001659077267464	7883	22966	7	4.961849947	5.119451194	67492	0.494367208
"MASTER COOK - 1500 ml Polypropylene Grocery Container (Pack of 10, Blue)"	4	1395	164	2211	2032	17737	11663	5163	238	Home	Kitchen	MASTER COOK	824	10	https://www.flipkart.com/master-cook-1500-ml-polypropylene-grocery-container/p/itm4494e5150cf66?pid=CNTFXCKUVJCJE9YH&lid=LSTCNTFXCKUVJCJE9YHND4OHM&marketplace=GROCERY&store=upp&srno=b_1_3&otracker=nmenu_sub_Home%20%26%20Furniture_0_Kitchen%2C%20Cookware%20%26%20Serveware&fm=organic&iid=a5babbcb-0848-4b6d-9006-b92323d7dbac.CNTFXCKUVJCJE9YH.SEARCH&ppt=browse&ppn=browse&ssid=ukf5lh7m4g0000001659077267464	2504	29505	0	4.948705075	5.072035514	73436	0.537905979
"MILTON Thermosteel Flip Lid 500 ml Flask (Pack of 1, Silver, Steel)"	3	5785	3622	8380	1040	12662	14687	4240	810	Home	Kitchen	MILTON	571	10	https://www.flipkart.com/milton-thermosteel-flip-lid-500-ml-flask/p/itm7f61a57c9b0bd?pid=BOTE6PUV4QWFGHQZ&lid=LSTBOTE6PUV4QWFGHQZADL2MU&marketplace=FLIPKART&store=upp&srno=b_1_4&otracker=nmenu_sub_Home%20%26%20Furniture_0_Kitchen%2C%20Cookware%20%26%20Serveware&fm=organic&iid=a5babbcb-0848-4b6d-9006-b92323d7dbac.BOTE6PUV4QWFGHQZ.SEARCH&ppt=browse&ppn=browse&ssid=ukf5lh7m4g0000001659077267464	2794	17441	9	4.940716085	5.064088505	72041	0.527687845
MACARIZE Happy Bird Fruit Fork Set Plastic Fruit Fork (Pack of 1)	4	3693	857	2173	1391	20660	4351	1237	499	Home	Kitchen	MACARIZE	985	10	https://www.flipkart.com/macarize-happy-bird-fruit-fork-set-plastic/p/itm05398f97e5090?pid=FRKFPPT3WZTV6VYX&lid=LSTFRKFPPT3WZTV6VYXOVYBVI&marketplace=GROCERY&store=upp&srno=b_1_5&otracker=nmenu_sub_Home%20%26%20Furniture_0_Kitchen%2C%20Cookware%20%26%20Serveware&fm=organic&iid=a5babbcb-0848-4b6d-9006-b92323d7dbac.FRKFPPT3WZTV6VYX.SEARCH&ppt=browse&ppn=browse&ssid=ukf5lh7m4g0000001659077267464	10867	37998	6	4.838747523	4.862046579	84717	0.620537349
Flipkart SmartBuy Imperio 4 Burners Glass Manual Gas Stove (4 Burners)	2	369	3473	1129	1869	15842	15661	6189	7499	Home	Kitchen	Flipkart SmartBuy	450	10	https://www.flipkart.com/flipkart-smartbuy-imperio-4-burners-glass-manual-gas-stove/p/itma9d5553833233?pid=GSTG2MDHMTUYPWZ9&lid=LSTGSTG2MDHMTUYPWZ91D5TWD&marketplace=FLIPKART&store=upp&srno=b_1_8&otracker=nmenu_sub_Home%20%26%20Furniture_0_Kitchen%2C%20Cookware%20%26%20Serveware&fm=organic&iid=en_42ezWU0ao%2BypbhR%2BcKkzdocuT1tqXTSEaP2OXPc3fVnf3zHYXKhJ7MxG1oUWGPgyN9cRECGCDpMI6dsR9KlZZQ%3D%3D&ppt=browse&ppn=browse&ssid=ukf5lh7m4g0000001659077267464	2457	29795	3	4.602414747	4.481589879	84736	0.620676521
Pigeon Special 3 L Pressure Cooker (Aluminium)	2	9318	2897	2453	1115	23009	6926	8566	1195	Home	Kitchen	Pigeon	307	10	https://www.flipkart.com/pigeon-special-3-l-pressure-cooker/p/itm9217cdd9e173b?pid=PRCEYNCDF3UGCG8R&lid=LSTPRCEYNCDF3UGCG8RGBU9PB&marketplace=FLIPKART&store=upp&srno=b_1_11&otracker=nmenu_sub_Home%20%26%20Furniture_0_Kitchen%2C%20Cookware%20%26%20Serveware&fm=organic&iid=a5babbcb-0848-4b6d-9006-b92323d7dbac.PRCEYNCDF3UGCG8R.SEARCH&ppt=browse&ppn=browse&ssid=ukf5lh7m4g0000001659077267464	5706	41448	3	4.706041082	4.67445091	102943	0.754039642
"Flipkart SmartBuy 5 pc Non-Induction Bottom Non-Stick Coated Cookware Set (Aluminium, 5 - Piece)"	1	2518	262	9703	1492	5100	11521	8107	1800	Home	Kitchen	Flipkart SmartBuy	620	10	https://www.flipkart.com/flipkart-smartbuy-5-pc-non-induction-bottom-non-stick-coated-cookware-set/p/itm042f4ae4c7a10?pid=CKSGBKT8RW9XXNHV&lid=LSTCKSGBKT8RW9XXNHVBAHTLR&marketplace=FLIPKART&store=upp&srno=b_1_12&otracker=nmenu_sub_Home%20%26%20Furniture_0_Kitchen%2C%20Cookware%20%26%20Serveware&fm=organic&iid=en_42ezWU0ao%2BypbhR%2BcKkzdocuT1tqXTSEaP2OXPc3fVm1gbJmqqxGdwPAdiGN0Ca7Xx%2BXVoD1tL9al5nuKIh%2BOg%3D%3D&ppt=browse&ppn=browse&ssid=ukf5lh7m4g0000001659077267464	11391	40086	0	4.716967845	4.675680346	92600	0.678278959
Pigeon Gas Stove Combo - Brunet 2 Burner Gas Cooktop + Flat tawa 250 + Fry Pan 240 Stainless Steel Manual Gas Stove (2 Burners)	2	6199	715	6848	1651	24712	5007	6433	4594	Home	Kitchen	Pigeon	705	10	https://www.flipkart.com/pigeon-gas-stove-combo-brunet-2-burner-cooktop-flat-tawa-250-fry-pan-240-stainless-steel-manual/p/itm510294ae14b35?pid=GSTFMKH44YPN9RWH&lid=LSTGSTFMKH44YPN9RWH0GUN5A&marketplace=FLIPKART&store=upp&srno=b_2_45&otracker=nmenu_sub_Home%20%26%20Furniture_0_Kitchen%2C%20Cookware%20%26%20Serveware&fm=organic&iid=52e03a8d-23de-4b0e-aad4-7e44961581aa.GSTFMKH44YPN9RWH.SEARCH&ppt=browse&ppn=browse	3491	39549	7	4.731422919	4.704406922	99911	0.731830767
Flipkart SmartBuy Alpha 3 L Induction Bottom Pressure Cooker (Aluminium)	3	3617	217	10964	2060	20745	13391	9829	1890	Home	Kitchen	Flipkart SmartBuy	482	10	https://www.flipkart.com/flipkart-smartbuy-alpha-3-l-induction-bottom-pressure-cooker/p/itm2edd946e1c6fa?pid=PRCGBP9BZRVHBDGG&lid=LSTPRCGBP9BZRVHBDGGNQZMWA&marketplace=FLIPKART&store=upp&srno=b_2_60&otracker=nmenu_sub_Home%20%26%20Furniture_0_Kitchen%2C%20Cookware%20%26%20Serveware&fm=organic&iid=en_02NRm6aTWkQfYjv3kYz7Nbc3kXUPGVIbKjmFXa0Glj31QVXxb2445LdlEPSTAKQ1e0yfaqYXUjQ7BSA0EmMBdA%3D%3D&ppt=browse&ppn=browse	8120	33695	6	5.127535283	5.223984917	105016	0.769224008
SleepX Ortho Plus Quilted 6 inch Double Memory Foam Mattress (L x W: 72 inch x 48 inch)	1	2562	1571	2420	2071	5397	6868	6492	14666	Home	Bedroom	SleepX	120	10	https://www.flipkart.com/sleepx-ortho-plus-quilted-6-inch-double-memory-foam-mattress/p/itmcaf49bc5c7711?pid=BEMFGKVBMT6GDEZD&lid=LSTBEMFGKVBMT6GDEZDRPWOV8&marketplace=FLIPKART&store=wwe&srno=b_1_1&otracker=hp_rich_navigation_5_1.navigationCard.RICH_NAVIGATION_Home~Bedroom%2BFurniture_8MDVJVQKUT46&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_5_L1_view-all&fm=organic&iid=en_bDgYxCbrS4%2FdVCAcyc8coF8B0URrBHPvGrlHM0Urn5oMzR3xUpSrOMwt%2B63BPpXM3%2BbYWlA8WzkZEchocSR2Hw%3D%3D&ppt=browse&ppn=browse&ssid=638eb6xqb40000001659078991992	12952	41754	6	4.083583064	3.789489982	96879	0.709621892
Sleepyhead Flip - Dual Sided 5 inch Queen High Density (HD) Foam Mattress (L x W: 78 inch x 60 inch)	1	7147	3424	11029	1189	13765	8687	8883	11499	Home	Bedroom	Sleepyhead	179	10	https://www.flipkart.com/sleepyhead-flip-dual-sided-5-inch-queen-high-density-hd-foam-mattress/p/itm2fd3eb7f3e970?pid=BEMFP9G8QR5WDYHD&lid=LSTBEMFP9G8QR5WDYHDGJH7IT&marketplace=FLIPKART&store=wwe&spotlightTagId=BestvalueId_wwe&srno=b_1_4&otracker=hp_rich_navigation_5_1.navigationCard.RICH_NAVIGATION_Home~Bedroom%2BFurniture_8MDVJVQKUT46&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_5_L1_view-all&fm=organic&iid=ec212e83-1c87-4e80-b6d1-57628eb4dc46.BEMFP9G8QR5WDYHD.SEARCH&ppt=browse&ppn=browse	3524	27631	9	4.447527351	4.299053276	96966	0.710259152
